target_study	species	target_celltype	target_size	target_level1	target_level2	target_level3	ref_celltype	is_recip	Zeng_recip_celltype	AUROC	ref_level1	ref_level2	ref_level3	Zeng_celltype	Zeng_recip	Zeng_AUROC	avg_AUROC	evo_category
Tosches_turtle	turtle	Tosches_turtle|e11	123	Neuron	ExN	ExN	Macosko|Ex_Iqcj_Ms4a15_5	FALSE	NA	0.939437865956699	Neuron	ExN	ExN	Zeng|2587	FALSE	0.935855579028231	0.937646722492465	diverged
Tosches_turtle	turtle	Tosches_turtle|e12	98	Neuron	ExN	ExN	Macosko|Ex_Sim1_Cartpt	TRUE	Zeng|2462	0.956019732177893	Neuron	ExN	ExN	Zeng|2208	TRUE	0.95095258979339	0.953486160985642	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e13	169	Neuron	ExN	ExN	Macosko|Ex_Slc30a3_Shisa8_5	FALSE	NA	0.914999053049692	Neuron	ExN	ExN	Zeng|201	FALSE	0.93017329190639	0.922586172478041	diverged
Tosches_turtle	turtle	Tosches_turtle|e14	166	Neuron	ExN	ExN	Macosko|Ex_Rspo1_Fos	FALSE	NA	0.936692116864669	Neuron	ExN	ExN	Zeng|188	TRUE	0.953503510772644	0.945097813818657	diverged
Tosches_turtle	turtle	Tosches_turtle|e15	116	Neuron	ExN	ExN	Macosko|Ex_Rorb_Col8a1	TRUE	Zeng|186	0.917006400568113	Neuron	ExN	ExN	Zeng|188	TRUE	0.937814753467517	0.927410577017815	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e16	105	Neuron	ExN	ExN	Macosko|Ex_Fezf2_Fibcd1_Fos_Sema3e	TRUE	Zeng|147	0.945861555829228	Neuron	ExN	ExN	Zeng|405	FALSE	0.949211309523809	0.947536432676519	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e17	479	Neuron	ExN	ExN	Macosko|Ex_Evx2_Tafa3	TRUE	Zeng|3769	0.894108478223286	Neuron	ExN	ExN	Zeng|274	FALSE	0.899805696046903	0.896957087135094	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e18	327	Neuron	ExN	ExN	Macosko|Inh_Ppp1r1b_Drd2_Pde1a_Myo3b	TRUE	Zeng|1057	0.894478736521779	Neuron	InN	InN	Zeng|1015	TRUE	0.904499038276495	0.899488887399137	diverged
Tosches_turtle	turtle	Tosches_turtle|e19	718	Neuron	ExN	ExN	Macosko|Inh_Ppp1r1b_Drd2_Sphkap_2	FALSE	NA	0.911477046388368	Neuron	InN	InN	Zeng|225	FALSE	0.916558861879446	0.914017954133907	diverged
Tosches_turtle	turtle	Tosches_turtle|e20	65	Neuron	ExN	ExN	Macosko|Inh_Six3_Six6_2	TRUE	Zeng|1475	0.899221670802316	Neuron	InN	InN	Zeng|1047	FALSE	0.916293631100083	0.9077576509512	diverged
Tosches_turtle	turtle	Tosches_turtle|e21	84	Neuron	ExN	ExN	Macosko|Inh_Sall3_Cytip_2	FALSE	NA	0.918802745251806	Neuron	InN	InN	Zeng|465	TRUE	0.934957239986571	0.926879992619189	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e22	66	Neuron	ExN	ExN	Macosko|Ex_Ccn3_Fezf2_Col6a3	TRUE	Zeng|465	0.939158508033179	Neuron	ExN	ExN	Zeng|437	FALSE	0.948860886948956	0.944009697491067	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e23	53	Neuron	ExN	ExN	Macosko|Ex_Lhx9_Mstn_Pld5	FALSE	NA	0.965495987575474	Neuron	ExN	ExN	Zeng|476	FALSE	0.95321845512532	0.959357221350397	diverged
Tosches_turtle	turtle	Tosches_turtle|e24	110	Neuron	ExN	ExN	Macosko|Ex_Fezf2_Lhx9_2	TRUE	Zeng|324	0.944187060581563	Neuron	ExN	ExN	Zeng|324	TRUE	0.965166458440509	0.954676759511036	conserved_both
Tosches_turtle	turtle	Tosches_turtle|e25	79	Neuron	ExN	ExN	Macosko|Ex_Fn1_Nts	TRUE	Zeng|4683	0.942214570106532	Neuron	ExN	ExN	Zeng|2190	TRUE	0.941963939102115	0.942089254604323	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e26	49	Neuron	ExN	ExN	Macosko|Ex_Fibcd1_Slc9a4_2	FALSE	NA	0.932618857598906	Neuron	ExN	ExN	Zeng|308	FALSE	0.947972119660069	0.940295488629487	diverged
Tosches_turtle	turtle	Tosches_turtle|e27	121	Neuron	ExN	ExN	Macosko|Ex_Zic1_Slc38a4	TRUE	Zeng|4729	0.934882147619421	Neuron	ExN	ExN	Zeng|308	FALSE	0.942580166715393	0.938731157167407	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e28	82	Neuron	ExN	ExN	Macosko|Ex_Fibcd1_Apela_Ptpro	FALSE	NA	0.948629943706745	Neuron	ExN	ExN	Zeng|345	FALSE	0.955016583475849	0.951823263591297	diverged
Tosches_turtle	turtle	Tosches_turtle|e29	68	Neuron	ExN	ExN	Macosko|Ex_Dsp_Atf3_1	FALSE	NA	0.942599059304315	Neuron	ExN	ExN	Zeng|426	TRUE	0.94777778832133	0.945188423812823	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e30	105	Neuron	ExN	ExN	Macosko|NG_Draxin_1	TRUE	Zeng|1406	0.901436268472906	Neuron	Neural_progenitor	ExN	Zeng|1399	FALSE	0.925951354679803	0.913693811576355	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e31	99	Neuron	ExN	ExN	Macosko|NG_Draxin_3	FALSE	NA	0.92630549815727	Neuron	Neural_progenitor	ExN	Zeng|1399	FALSE	0.952697828222982	0.939501663190126	diverged
Tosches_turtle	turtle	Tosches_turtle|e32	80	Neuron	ExN	ExN	Macosko|Ex_Dsp_Moxd1_2	FALSE	NA	0.979761232176486	Neuron	ExN	ExN	Zeng|1405	TRUE	0.987205407586764	0.983483319881625	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e33	60	Neuron	ExN	ExN	Macosko|Ex_Crym_Odad2_2	TRUE	Zeng|430	0.965600644987906	Neuron	ExN	ExN	Zeng|426	TRUE	0.974773806324465	0.970187225656185	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e34	59	Neuron	ExN	ExN	Macosko|Ex_Crym_Odad2_3	TRUE	Zeng|429	0.980681464153171	Neuron	ExN	ExN	Zeng|426	TRUE	0.988994802114135	0.984838133133653	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e35	84	Neuron	ExN	ExN	Macosko|NG_Draxin_3	FALSE	NA	0.944273592328057	Neuron	Neural_progenitor	ExN	Zeng|414	TRUE	0.967293138664432	0.955783365496244	diverged
Tosches_turtle	turtle	Tosches_turtle|e36	102	Neuron	ExN	ExN	Macosko|Ex_Crym_Odad2_Fos	FALSE	NA	0.919957262655102	Neuron	ExN	ExN	Zeng|426	TRUE	0.940176695577223	0.930066979116163	conserved_one
Tosches_turtle	turtle	Tosches_turtle|e37	106	Neuron	ExN	ExN	Macosko|Ex_Crym_Mndal_2	FALSE	NA	0.92910269848225	Neuron	ExN	ExN	Zeng|414	TRUE	0.968030056108667	0.948566377295458	diverged
Tosches_turtle	turtle	Tosches_turtle|e38	70	Neuron	ExN	ExN	Macosko|Ex_Crym_Mndal_2	FALSE	NA	0.915671647524296	Neuron	ExN	ExN	Zeng|414	TRUE	0.959824069450313	0.937747858487304	diverged
Tosches_turtle	turtle	Tosches_turtle|i01	33	Neuron	LGE InN	InN	Macosko|Inh_Frmd7_Trh_1	FALSE	NA	0.999019282563722	Neuron	InN	InN	Zeng|1395	TRUE	0.998493956308469	0.998756619436096	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i02	49	Neuron	septum InN	InN	Macosko|Inh_Pax6_Fbln2_1	TRUE	Zeng|982	0.96297128649483	Neuron	InN	InN	Zeng|912	TRUE	0.989036203222157	0.976003744858494	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i03	25	Neuron	septum InN	InN	Macosko|Inh_Pax6_Eya4_3	TRUE	Zeng|990	0.989388412017167	Neuron	InN	InN	Zeng|990	TRUE	0.996755364806867	0.993071888412017	conserved_both
Tosches_turtle	turtle	Tosches_turtle|i04	41	Neuron	LGE InN	InN	Macosko|Inh_Ppp1r1b_Drd2_Atf3	TRUE	Zeng|1078	0.977001875366692	Neuron	InN	InN	Zeng|1016	FALSE	0.989447133517727	0.983224504442209	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i05	67	Neuron	LGE InN	InN	Macosko|Inh_Ppp1r1b_Drd1_Tns3_1	TRUE	Zeng|1260	0.971476631253882	Neuron	InN	InN	Zeng|1260	TRUE	0.990359258658851	0.980917944956367	conserved_both
Tosches_turtle	turtle	Tosches_turtle|i06	57	Neuron	LGE InN	InN	Macosko|Inh_Vwc2l_Otogl1_3	TRUE	Zeng|1285	0.988063990586958	Neuron	InN	InN	Zeng|1254	FALSE	0.994430805086663	0.991247397836811	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i07	8	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Sst_Ctsc_8	FALSE	NA	0.990385646138179	Neuron	MGE InN	InN	Zeng|524	FALSE	0.991015436565364	0.990700541351772	diverged
Tosches_turtle	turtle	Tosches_turtle|i08	34	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Sst_Chodl_1	TRUE	Zeng|767	0.995358779011578	Neuron	InN	InN	Zeng|761	TRUE	0.996656426512422	0.996007602762	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i09	47	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Sst_Ctsc_4	FALSE	NA	0.993396918561996	Neuron	MGE InN	InN	Zeng|510	FALSE	0.994993406060938	0.994195162311467	diverged
Tosches_turtle	turtle	Tosches_turtle|i10	36	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Sfrp1_1	FALSE	NA	0.994019181562796	Neuron	InN	InN	Zeng|764	FALSE	0.994931737255533	0.994475459409164	diverged
Tosches_turtle	turtle	Tosches_turtle|i11	26	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Car8_8	TRUE	Zeng|727	0.993464901963212	Neuron	MGE InN	InN	Zeng|726	TRUE	0.996011258444865	0.994738080204039	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i12	39	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Sst_Ctsc_4	FALSE	NA	0.997206826960934	Neuron	MGE InN	InN	Zeng|607	FALSE	0.99832189357584	0.997764360268387	diverged
Tosches_turtle	turtle	Tosches_turtle|i13	23	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Pthlh	TRUE	Zeng|572	0.994027045054878	Neuron	MGE InN	InN	Zeng|572	TRUE	0.995279476451025	0.994653260752951	conserved_both
Tosches_turtle	turtle	Tosches_turtle|i14	31	Neuron	CGE InN	InN	Macosko|Inh_Vip_Crh_2	TRUE	Zeng|648	0.983358550274039	Neuron	CGE InN	InN	Zeng|652	FALSE	0.994512285901249	0.988935418087644	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i15	35	Neuron	CGE InN	InN	Macosko|Inh_Htr3a_Pdzph1_1	FALSE	NA	0.979938655011119	Neuron	CGE InN	InN	Zeng|646	FALSE	0.989638831377962	0.984788743194541	diverged
Tosches_turtle	turtle	Tosches_turtle|i16	34	Neuron	CGE InN	InN	Macosko|Inh_Sncg_Calcb_2	FALSE	NA	0.980206928995633	Neuron	CGE InN	InN	Zeng|4157	FALSE	0.990049790513597	0.985128359754615	diverged
Tosches_turtle	turtle	Tosches_turtle|i17	36	Neuron	CGE InN	InN	Macosko|Inh_Htr3a_Grpr_2	TRUE	Zeng|670	0.996053047518505	Neuron	CGE InN	InN	Zeng|625	TRUE	0.996543620758554	0.996298334138529	conserved_one
Tosches_turtle	turtle	Tosches_turtle|i18	19	Neuron	CGE InN	InN	Macosko|Inh_Htr3a_Cxcl14_1	TRUE	Zeng|657	0.983459130503509	Neuron	CGE InN	InN	Zeng|707	TRUE	0.991069059541485	0.987264095022497	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsEG	6514	Non-neuron	Ependymal	AstroEpendymal	Macosko|Astro_Fabp7_Hs3st3a1_3	TRUE	Zeng|14858	0.997685808403098	Non-neuron	Astrocyte	AstroEpendymal	Zeng|14932	FALSE	0.997239058195326	0.997462433299212	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsExc1	103	Neuron	ExN	ExN	Macosko|Inh_Plpp4_Cartpt	TRUE	Zeng|1322	0.824243704907092	Neuron	InN	InN	Zeng|316	FALSE	0.850820603320491	0.837532154113791	diverged
Tosches_turtle	turtle	Tosches_turtle|tsExc2	366	Neuron	ExN	ExN	Macosko|NG_Draxin_3	FALSE	NA	0.801356758424197	Neuron	Neural_progenitor	ExN	Zeng|414	TRUE	0.876597365498488	0.838977061961342	diverged
Tosches_turtle	turtle	Tosches_turtle|tsExc3	326	Neuron	ExN	ExN	Macosko|Ex_Irx2_Slc43a3_1	TRUE	Zeng|2882	0.807919325772257	Neuron	ExN	ExN	Zeng|2694	TRUE	0.809642663712086	0.808780994742172	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsExc4	877	Neuron	ExN	ExN	Macosko|Ex_Gabra6_Gabrd	TRUE	Zeng|5158	0.834596767349082	Neuron	ExN	ExN	Zeng|1404	FALSE	0.838214826645716	0.836405796997399	conserved_both
Tosches_turtle	turtle	Tosches_turtle|tsExc5	528	Neuron	ExN	ExN	Macosko|Ex_Sln_Niban1	TRUE	Zeng|2869	0.772788569657539	Neuron	ExN	ExN	Zeng|315	FALSE	0.814707733730312	0.793748151693926	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsInh1	551	Neuron	ExN	ExN	Macosko|Inh_Aqp9_4930523C07Rik	TRUE	Zeng|1258	0.941917663228671	Neuron	InN	InN	Zeng|1256	FALSE	0.969486356523626	0.955702009876149	conserved_both
Tosches_turtle	turtle	Tosches_turtle|tsInh2	295	Neuron	ExN	ExN	Macosko|Inh_Lhx6_Sst_Crhbp	TRUE	Zeng|562	0.909379146176061	Neuron	MGE InN	InN	Zeng|640	FALSE	0.974521834605058	0.94195049039056	diverged
Tosches_turtle	turtle	Tosches_turtle|tsLeuB	36	Non-neuron	Immune	Immune	Macosko|Pit_Six1_Pomc_1	FALSE	NA	0.870727241278532	Non-neuron	Other	Other	Zeng|5277	TRUE	0.834257817858655	0.852492529568593	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsLeuT	36	Non-neuron	Immune	Immune	Macosko|Lymphocyte_Itgal_Cd3e	TRUE	Zeng|5274	0.975654743798498	Non-neuron	Immune	Immune	Zeng|5273	FALSE	0.975244690178396	0.975449716988447	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsMG	589	Non-neuron	Immune	Immune	Macosko|Macro_Mrc1_Cd209a	TRUE	Zeng|5279	0.996288355785852	Non-neuron	Immune	Immune	Zeng|5279	TRUE	0.993866211367135	0.995077283576493	conserved_both
Tosches_turtle	turtle	Tosches_turtle|tsMur	114	Non-neuron	Vascular	Vascular	Macosko|Fibro_Eya2_Lypd2_2	FALSE	NA	0.992465531247665	Non-neuron	Vascular	Vascular	Zeng|5263	TRUE	0.990662535806931	0.991564033527298	conserved_one
Tosches_turtle	turtle	Tosches_turtle|tsNPCs	717	Non-neuron	Neural_progenitor	Neural_progenitor	Macosko|NG_Draxin_5	TRUE	Zeng|1371	0.972628504662004	Neuron	Neural_progenitor	ExN	Zeng|1339	FALSE	0.981650461475721	0.977139483068862	conserved_both
Tosches_turtle	turtle	Tosches_turtle|tsOlig	155	Non-neuron	Oligo	Oligo	Macosko|Oligo_Opalin_Enpp6_2	FALSE	NA	0.995102908628292	Non-neuron	Oligo	Oligo	Zeng|5233	FALSE	0.992495773862428	0.99379934124536	diverged
Tosches_turtle	turtle	Tosches_turtle|tsOPC	1862	Non-neuron	OPC	OPC	Macosko|OPC_Cspg5	TRUE	Zeng|5203	0.989936327287471	Non-neuron	OPC	OPC	Zeng|5207	FALSE	0.982451569789626	0.986193948538548	conserved_both
Tosches_lizard	lizard	Tosches_lizard|e01	21	Neuron	ExN	ExN	Macosko|Ex_Dsp_Moxd1_2	FALSE	NA	0.953192510801728	Neuron	ExN	ExN	Zeng|1405	TRUE	0.952963902795876	0.953078206798802	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e02	85	Neuron	ExN	ExN	Macosko|Ex_Crlf1_Ntn5_1	TRUE	Zeng|1407	0.92418619324863	Neuron	ExN	ExN	Zeng|1407	TRUE	0.931158401927324	0.927672297587977	conserved_both
Tosches_lizard	lizard	Tosches_lizard|e03	141	Neuron	ExN	ExN	Macosko|Ex_Dsp_Moxd1_4	FALSE	NA	0.932690723348163	Neuron	ExN	ExN	Zeng|297	TRUE	0.93034710755391	0.931518915451037	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e04	44	Neuron	ExN	ExN	Macosko|Ex_Crym_Odad2_Fos	FALSE	NA	0.900220525311039	Neuron	ExN	ExN	Zeng|346	TRUE	0.906468742457157	0.903344633884098	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e05	134	Neuron	ExN	ExN	Macosko|Ex_Dsp_Atf3_1	FALSE	NA	0.869269492655155	Neuron	ExN	ExN	Zeng|1402	TRUE	0.873622266167313	0.871445879411234	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e06	106	Neuron	ExN	ExN	Macosko|Ex_Fibcd1_Tacr3_1	TRUE	Zeng|343	0.878456538121899	Neuron	ExN	ExN	Zeng|435	FALSE	0.894016449908226	0.886236494015063	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e07	14	Neuron	ExN	ExN	Macosko|Ex_Fezf2_Dlk1_Meis2	FALSE	NA	0.929598438944233	Neuron	ExN	ExN	Zeng|346	TRUE	0.934083050905481	0.931840744924857	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e08	62	Neuron	ExN	ExN	Macosko|Ex_Fezf2_Plscr4	FALSE	NA	0.947616813294233	Neuron	ExN	ExN	Zeng|326	TRUE	0.951112414467253	0.949364613880743	diverged
Tosches_lizard	lizard	Tosches_lizard|e09	19	Neuron	ExN	ExN	Macosko|Ex_Plekhg1_Fign_Ppp1r3a_3	TRUE	Zeng|5051	0.962786645115668	Neuron	ExN	ExN	Zeng|425	TRUE	0.970716739064552	0.96675169209011	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e10	38	Neuron	ExN	ExN	Macosko|Ex_Crym_Plagl1_1	TRUE	Zeng|425	0.990581116565818	Neuron	ExN	ExN	Zeng|419	FALSE	0.993390924889954	0.991986020727886	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e11	16	Neuron	ExN	ExN	Macosko|Ex_Tfap2d_Kcnk15	FALSE	NA	0.983801846080077	Neuron	ExN	ExN	Zeng|3827	TRUE	0.986588947494606	0.985195396787341	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e12	41	Neuron	ExN	ExN	Macosko|Ex_Oprk1_Col11a1	TRUE	Zeng|128	0.946525007941831	Neuron	ExN	ExN	Zeng|130	FALSE	0.965250079418305	0.955887543680068	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e13	21	Neuron	ExN	ExN	Macosko|Ex_Lhx2_Nek11_2	FALSE	NA	0.951603685161054	Neuron	ExN	ExN	Zeng|4559	TRUE	0.95839334293487	0.954998514047962	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e14	33	Neuron	ExN	ExN	Macosko|Ex_Rorb_Endou_2	TRUE	Zeng|188	0.941144716301192	Neuron	ExN	ExN	Zeng|243	FALSE	0.950547847273894	0.945846281787543	conserved_both
Tosches_lizard	lizard	Tosches_lizard|e15	48	Neuron	ExN	ExN	Macosko|Ex_Rorb_Endou_2	TRUE	Zeng|188	0.96620057179673	Neuron	ExN	ExN	Zeng|184	FALSE	0.97946867198196	0.972834621889345	conserved_both
Tosches_lizard	lizard	Tosches_lizard|e16	13	Neuron	ExN	ExN	Macosko|Ex_Tfap2d_Casq2	TRUE	Zeng|4591	0.990066713353728	Neuron	ExN	ExN	Zeng|251	TRUE	0.989495411153293	0.98978106225351	conserved_one
Tosches_lizard	lizard	Tosches_lizard|e17	61	Neuron	ExN	ExN	Macosko|Ex_Lmx1a_Bdnf_4	FALSE	NA	0.887017950938868	Neuron	ExN	ExN	Zeng|55	FALSE	0.882687157807745	0.884852554373307	diverged
Tosches_lizard	lizard	Tosches_lizard|e18	73	Neuron	ExN	ExN	Macosko|Ex_Ccn3_Fezf2_Col6a3	TRUE	Zeng|465	0.916286519136127	Neuron	ExN	ExN	Zeng|2569	FALSE	0.938492684518617	0.927389601827372	conserved_one
Tosches_lizard	lizard	Tosches_lizard|i01	34	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Cxcr4_3	FALSE	NA	0.994730952819365	Neuron	MGE InN	InN	Zeng|549	TRUE	0.994915086188581	0.994823019503973	conserved_one
Tosches_lizard	lizard	Tosches_lizard|i02	19	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Pvalb_Tac1	TRUE	Zeng|600	0.997752298211941	Neuron	MGE InN	InN	Zeng|604	FALSE	0.998711991110213	0.998232144661077	conserved_one
Tosches_lizard	lizard	Tosches_lizard|i03	24	Neuron	MGE InN	InN	Macosko|Inh_Lhx6_Car8_2	FALSE	NA	0.99256345584114	Neuron	MGE InN	InN	Zeng|726	TRUE	0.994915525662583	0.993739490751862	conserved_one
Tosches_lizard	lizard	Tosches_lizard|i04	52	Neuron	CGE InN	InN	Macosko|Inh_Vip_Sncg_Yjefn3	TRUE	Zeng|639	0.983685238582457	Neuron	CGE InN	InN	Zeng|663	FALSE	0.990875267416984	0.98728025299972	conserved_one
Tosches_lizard	lizard	Tosches_lizard|i05	21	Neuron	LGE InN	InN	Macosko|Inh_Ppp1r1b_Drd1_Tns3_1	TRUE	Zeng|1260	0.992033010996045	Neuron	InN	InN	Zeng|1261	TRUE	0.995473561484123	0.993753286240084	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvEG	520	Non-neuron	Ependymal	AstroEpendymal	Macosko|Astro_Fabp7_Siah3	FALSE	NA	0.98726269639823	Non-neuron	Astrocyte	AstroEpendymal	Zeng|1368	FALSE	0.982825512366009	0.98504410438212	diverged
Tosches_lizard	lizard	Tosches_lizard|pvExc1	18	Neuron	ExN	ExN	Macosko|Inh_Plpp4_Pdgfd	TRUE	Zeng|1321	0.905293035899896	Neuron	InN	InN	Zeng|130	FALSE	0.900135923882626	0.902714479891261	diverged
Tosches_lizard	lizard	Tosches_lizard|pvExc2	659	Neuron	ExN	ExN	Macosko|NG_Draxin_2	TRUE	Zeng|1408	0.747166823229039	Neuron	Neural_progenitor	ExN	Zeng|315	FALSE	0.782510348600745	0.764838585914892	conserved_both
Tosches_lizard	lizard	Tosches_lizard|pvExc3	199	Neuron	ExN	ExN	Macosko|Ex_Ebf2_Tnfaip8_3	TRUE	Zeng|8164	0.835308689888762	Neuron	ExN	ExN	Zeng|4914	FALSE	0.852262818606573	0.843785754247667	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvExc4	59	Neuron	ExN	ExN	Macosko|Ex_Ebf2_Postn	TRUE	Zeng|2115	0.853501510970963	Neuron	ExN	ExN	Zeng|8178	TRUE	0.866086092497701	0.859793801734332	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvInh1	68	Neuron	ExN	ExN	Macosko|Inh_Vip_Trim55_7	TRUE	Zeng|1376	0.927081101923654	Neuron	InN	InN	Zeng|654	FALSE	0.963826171400825	0.945453636662239	diverged
Tosches_lizard	lizard	Tosches_lizard|pvInh2	31	Neuron	ExN	ExN	Macosko|Inh_Lhx6_Sst_Ctsc_8	FALSE	NA	0.961385016610264	Neuron	MGE InN	InN	Zeng|530	TRUE	0.978686081530007	0.970035549070136	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvLeu	95	Non-neuron	Immune	Immune	Macosko|Lymphocyte_Itgal_Cd3e	TRUE	Zeng|5274	0.873398672634666	Non-neuron	Immune	Immune	Zeng|5273	FALSE	0.872590934815044	0.872994803724855	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvMG	278	Non-neuron	Immune	Immune	Macosko|Macro_Mrc1_H2-Aa	FALSE	NA	0.992699010400275	Non-neuron	Immune	Immune	Zeng|5283	TRUE	0.988695152856993	0.990697081628634	diverged
Tosches_lizard	lizard	Tosches_lizard|pvMur	42	Non-neuron	Vascular	Vascular	Macosko|Fibro_Eya2_Meox2	FALSE	NA	0.999241771497501	Non-neuron	Vascular	Vascular	Zeng|5265	TRUE	0.999034981905911	0.999138376701706	conserved_one
Tosches_lizard	lizard	Tosches_lizard|pvNPC	131	Non-neuron	Neural_progenitor	Neural_progenitor	Macosko|Inh_Vcan_St8sia2_1	TRUE	Zeng|1350	0.98867006940994	Neuron	InN	InN	Zeng|1339	FALSE	0.995656232591054	0.992163151000497	diverged
